0.02;-0.002;-0.194;-9.693;995.658
0.04;-0.002;-0.194;-9.693;995.658
0.06;-0.002;-0.194;-9.693;995.658
0.08;-0.002;-0.194;-9.693;995.658
0.1;-0.002;-0.194;-9.693;995.658
0.12;-0.002;-0.194;-9.693;995.658
0.14;-0.002;-0.194;-9.693;995.658
0.16;-0.002;-0.194;-9.693;995.658
0.18;-0.002;-0.192;-9.616;995.658
0.2;-0.002;-0.185;-9.26;995.658
0.22;-0.001;-0.146;-7.296;995.658
0.24;-0.001;-0.077;-3.858;995.658
0.26;0;0.026;1.285;995.657
0.28;0.002;0.189;8.157;995.657
0.3;0.01;0.523;16.721;995.656
0.32;0.025;1.055;26.62;995.655
0.34;0.054;1.8;37.264;995.651
0.36;0.099;2.76;48.005;995.646
0.38;0.166;3.924;58.202;995.638
0.4;0.258;5.269;67.27;995.627
0.42;0.379;6.764;74.74;995.613
0.44;0.53;8.37;80.311;995.595
0.46;0.714;10.049;83.975;995.574
0.48;0.932;11.768;85.957;995.548
0.5;1.185;13.499;86.58;995.519
0.52;1.472;15.223;86.213;995.485
0.54;1.794;16.928;85.245;995.447
0.56;2.149;18.608;84.046;995.405
0.58;2.538;20.267;82.943;995.36
0.6;2.96;21.91;82.173;995.31
0.62;3.414;23.545;81.767;995.257
0.64;3.901;25.177;81.62;995.2
0.66;4.421;26.809;81.622;995.139
0.68;4.974;28.443;81.689;995.074
0.7;5.559;30.078;81.757;995.006
0.72;6.177;31.713;81.788;994.933
0.74;6.827;33.348;81.763;994.857
0.76;7.511;34.982;81.684;994.777
0.78;8.227;36.613;81.566;994.693
0.8;8.975;38.241;81.432;994.605
0.83;10.159;40.677;81.185;994.466
0.875;12.071;44.32;80.972;994.242
0.943;15.247;49.768;80.724;993.869
1.043;20.626;57.807;80.399;993.238
1.143;26.806;65.805;79.991;992.514
1.243;33.785;73.765;79.589;991.695
1.343;41.557;81.686;79.183;990.784
1.443;50.12;89.566;78.761;989.779
1.543;59.469;97.403;78.307;988.683
1.643;69.599;105.194;77.822;987.495
1.743;80.505;112.935;77.316;986.216
1.843;92.183;120.625;76.8;984.846
1.943;104.628;128.265;76.307;983.386
2.043;117.834;135.858;75.851;981.838
2.143;131.797;143.405;75.42;980.2
2.243;146.513;150.913;75.034;978.474
2.343;161.978;158.384;74.689;976.66
2.443;178.189;165.821;74.332;974.759
2.543;195.141;173.22;73.932;972.771
2.643;212.831;180.577;73.47;970.696
2.743;231.254;187.882;72.921;968.535
2.843;250.405;195.129;72.286;966.289
2.943;270.277;202.307;71.58;963.959
3.043;290.863;209.414;70.893;961.544
3.143;312.157;216.455;70.261;959.047
3.243;334.152;223.438;69.731;956.467
3.343;356.843;230.373;69.253;953.844
3.443;380.224;237.26;68.754;951.232
3.543;404.292;244.09;68.11;948.543
3.643;429.039;250.848;67.35;945.778
3.743;454.458;257.526;66.542;942.938
3.843;480.541;264.125;65.806;940.024
3.943;507.281;270.657;65.185;937.036
4.043;534.67;277.13;64.586;933.976
4.143;562.704;283.54;63.907;930.844
4.243;591.375;289.876;63.101;927.641
4.343;620.676;296.126;62.227;924.367
4.443;650.597;302.289;61.414;921.024
4.543;681.131;308.378;60.719;917.613
4.643;712.27;314.4;60.029;914.134
4.743;744.008;320.349;59.248;910.588
4.843;776.336;326.213;58.35;906.976
4.943;809.246;331.983;57.437;903.299
5.042;842.729;337.667;56.596;899.558
5.142;876.776;343.267;55.768;895.897
5.242;911.379;348.783;54.887;892.217
5.342;946.529;354.214;54.09;888.478
5.442;982.219;359.567;53.378;884.681
5.542;1018.44;364.852;52.667;880.829
5.642;1055.186;370.067;51.974;876.92
5.742;1092.45;375.21;51.28;872.956
5.842;1130.225;380.283;50.529;868.938
5.942;1168.504;385.28;49.799;864.866
6.042;1207.278;390.206;49.118;860.742
6.142;1246.542;395.065;48.442;856.565
6.242;1286.289;399.86;47.801;852.337
6.342;1326.511;404.585;47.101;848.059
6.442;1367.203;409.245;46.498;843.819
6.542;1408.358;413.845;45.845;839.653
6.642;1449.969;418.376;45.152;835.442
6.742;1492.03;422.838;44.489;831.184
6.842;1534.534;427.236;43.927;826.882
6.942;1577.475;431.579;43.277;822.536
7.042;1620.846;435.855;42.667;818.146
7.142;1664.643;440.069;42.017;813.713
7.242;1708.858;444.219;41.41;809.238
7.342;1753.484;448.31;40.807;804.721
7.442;1798.517;452.34;40.214;800.163
7.542;1843.95;456.312;39.594;795.565
7.642;1889.776;460.221;38.997;791.123
7.742;1935.991;464.069;38.382;786.675
7.842;1982.587;467.847;37.765;782.19
7.942;2029.475;469.921;20.718;777.677
8.042;2076.437;469.325;-5.864;773.157
8.142;2123.309;468.106;-12.054;768.645
8.242;2170.051;466.737;-13.521;764.146
8.342;2216.651;465.265;-14.589;759.661
8.442;2263.098;463.698;-15.523;755.19
8.542;2309.385;462.049;-16.295;750.735
8.642;2355.504;460.33;-17.066;746.322
8.742;2401.447;458.536;-17.815;742.119
8.842;2447.207;456.67;-18.487;737.933
8.942;2492.778;454.745;-19.081;733.764
9.042;2538.153;452.769;-19.585;729.613
9.142;2583.329;450.744;-20.099;725.48
9.242;2628.299;448.67;-20.606;721.367
9.342;2673.06;446.548;-21.068;717.272
9.442;2717.606;444.384;-21.445;713.197
9.542;2761.934;442.189;-21.776;709.142
9.642;2806.042;439.963;-22.13;705.107
9.742;2849.925;437.702;-22.45;701.092
9.842;2893.58;435.412;-22.736;697.299
9.942;2937.005;433.097;-22.996;693.526
10.042;2980.198;430.76;-23.223;689.773
10.142;3023.156;428.399;-23.449;686.04
10.242;3065.876;426.018;-23.656;682.328
10.342;3108.358;423.62;-23.802;678.637
10.442;3150.599;421.209;-23.927;674.967
10.542;3192.599;418.788;-24.076;671.317
10.642;3234.356;416.352;-24.234;667.689
10.742;3275.868;413.901;-24.336;664.082
10.842;3317.135;411.443;-24.409;660.496
10.942;3358.156;408.979;-24.469;656.968
11.042;3398.93;406.511;-24.544;653.605
11.142;3439.457;404.038;-24.611;650.263
11.242;3479.737;401.557;-24.693;646.94
11.342;3519.768;399.07;-24.733;643.639
11.442;3559.55;396.582;-24.751;640.358
11.542;3599.084;394.095;-24.715;637.097
11.642;3638.369;391.608;-24.745;633.857
11.742;3677.405;389.12;-24.743;630.637
11.842;3716.192;386.632;-24.759;627.438
11.942;3754.731;384.145;-24.725;624.26
12.042;3793.021;381.664;-24.666;621.102
12.142;3831.064;379.19;-24.6;617.964
12.242;3868.859;376.721;-24.592;614.927
12.342;3906.407;374.25;-24.565;611.989
12.442;3943.709;371.785;-24.525;609.071
12.542;3980.764;369.329;-24.378;606.171
12.642;4017.575;366.886;-24.327;603.291
12.742;4054.141;364.445;-24.321;600.431
12.842;4090.464;362.005;-24.271;597.589
12.942;4126.542;359.575;-24.135;594.766
13.042;4162.379;357.163;-23.976;591.962
13.142;4197.975;354.762;-23.901;589.177
13.242;4233.331;352.367;-23.87;586.411
13.342;4268.448;349.977;-23.795;583.664
13.442;4303.327;347.597;-23.624;580.935
13.542;4337.968;345.237;-23.48;578.224
13.642;4372.374;342.89;-23.362;575.624
13.742;4406.546;340.554;-23.271;573.089
13.842;4440.485;338.226;-23.158;570.572
13.942;4474.192;335.913;-23.03;568.072
14.042;4507.668;333.611;-22.907;565.589
14.142;4540.915;331.322;-22.789;563.123
14.242;4573.933;329.049;-22.585;560.674
14.342;4606.725;326.797;-22.389;558.242
14.442;4639.293;324.562;-22.248;555.827
14.542;4671.638;322.339;-22.131;553.428
14.642;4703.761;320.131;-21.951;551.045
14.742;4735.663;317.911;-22.047;548.679
14.842;4767.34;315.643;-22.552;546.33
14.942;4798.792;313.4;-22.333;543.997
15.042;4830.021;311.177;-22.136;541.681
15.142;4861.028;308.972;-21.981;539.424
15.242;4891.816;306.781;-21.815;537.261
15.342;4922.385;304.611;-21.592;535.113
15.442;4952.739;302.465;-21.33;532.98
15.542;4982.879;300.343;-21.118;530.863
15.642;5012.808;298.241;-20.937;528.76
15.742;5042.528;296.155;-20.785;526.672
15.842;5072.04;294.085;-20.619;524.598
15.942;5101.345;292.031;-20.457;522.539
16;5118.103;290.857;-20.357;521.362
16.086;5143.114;289.109;-20.181;519.604
